original_title,original_language,popularity,spoken_languages,genres,production_companies,production_countries
Date Night,en,38.06168,"['עִבְרִית', 'English']",['Comedy'],"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', '21 Laps Entertainment']",['United States of America']
Casper,en,19.830132,['English'],"['Fantasy', 'Comedy', 'Family']","['Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company']",['United States of America']
The Equalizer,en,79.922059,['English'],"['Thriller', 'Action', 'Crime']","['Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'Mace Neufeld Productions', 'LStar Capital', 'Lonetree Entertainment']",['United States of America']
Maid in Manhattan,en,19.738215,"['English', 'Français']","['Comedy', 'Drama', 'Romance']",['Red Om Films'],['United States of America']
Crimson Tide,en,20.334629,['English'],"['Action', 'Thriller', 'Drama']","['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America']
The Pursuit of Happyness,en,80.581367,"['English', '广州话 / 廣州話']",['Drama'],"['Columbia Pictures Corporation', 'Escape Artists', 'Relativity Media', 'Overbrook Entertainment']",['United States of America']
Flightplan,en,32.05145,"['العربية', 'Deutsch', 'English', 'Français', 'Italiano', '日本語']","['Thriller', 'Drama', 'Mystery']","['Imagine Entertainment', 'Touchstone Pictures']",['United States of America']
Disclosure,en,15.064058,['English'],"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']","['Warner Bros.', 'Baltimore Pictures']",['United States of America']
City of Angels,en,21.272734,"['English', 'Polski']","['Drama', 'Fantasy', 'Romance']","['Atlas Entertainment', 'Regency Enterprises', 'Monarchy Enterprises B.V.', 'Warner Bros.', 'Taurus Film']","['United States of America', 'Germany']"
Kill Bill: Vol. 1,en,79.754966,"['English', '日本語', 'Français']","['Action', 'Crime']","['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",['United States of America']
Bowfinger,en,13.191829,['English'],['Comedy'],['Universal Pictures'],['United States of America']
Kill Bill: Vol. 2,en,50.622607,"['English', '普通话', 'Español', '广州话 / 廣州話']","['Action', 'Crime', 'Thriller']","['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",['United States of America']
Tango & Cash,en,22.787667,['English'],"['Action', 'Adventure', 'Comedy']",['Warner Bros.'],['United States of America']
Death Becomes Her,en,29.498304,['English'],"['Fantasy', 'Comedy']",['Universal Pictures'],['United States of America']
Shanghai Noon,en,25.400935,"['English', '普通话', 'Español']","['Adventure', 'Action', 'Comedy', 'Western']","['Spyglass Entertainment', 'Roger Birnbaum Productions', 'Touchstone Pictures']","['Hong Kong', 'United States of America']"
Executive Decision,en,17.231675,['English'],"['Action', 'Adventure', 'Drama', 'Thriller']","['Silver Pictures', 'Warner Bros.']",['United States of America']
Mr. Popper's Penguins,en,32.835777,['English'],"['Comedy', 'Family']","['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Dune Entertainment III']",['United States of America']
The Forbidden Kingdom,en,17.097041,"['English', '普通话']","['Action', 'Adventure', 'Fantasy']","['Casey Silver Productions', 'China Film Co-Production Corporation', 'Huayi Brothers', 'Relativity Media']","['China', 'United States of America']"
Free Birds,en,14.414937,['English'],"['Animation', 'Comedy', 'Family']","['Reel FX Creative Studios', 'Relativity Media']",['United States of America']
Alien³,en,45.856409,['English'],"['Science Fiction', 'Action', 'Horror']","['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","['United Kingdom', 'United States of America']"
Evita,en,7.027139,"['English', 'Español']","['History', 'Drama', 'Music']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']","['United States of America', 'Hungary']"
Ronin,en,32.657488,"['English', 'Français', 'Pусский']","['Action', 'Thriller', 'Crime', 'Adventure']","['United Artists', 'FGM Entertainment']","['France', 'United Kingdom', 'United States of America']"
The Ghost and the Darkness,en,12.46525,['English'],['Adventure'],"['Constellation Films', 'Paramount']","['Germany', 'United States of America']"
Paddington,en,39.882276,['English'],"['Family', 'Comedy']","['The Weinstein Company', 'StudioCanal', 'TF1 Films Production', 'Canal+', 'Heyday Films', 'Ciné+', 'Anton Capital Entertainment (ACE)', 'TF1', 'Amazon Prime Instant Video']",['United Kingdom']
The Watch,en,39.395881,['English'],['Comedy'],"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', '21 Laps Entertainment', 'Dune Entertainment III', 'Big Screen Productions', 'Down Productions']",['United States of America']
The Hunted,en,8.634954,['English'],"['Drama', 'Action', 'Thriller', 'Crime']","['Lakeshore Entertainment', 'Alphaville Films']",['United States of America']
Instinct,en,7.386394,['English'],"['Drama', 'Mystery', 'Thriller']","['Spyglass Entertainment', 'Touchstone Pictures']",['United States of America']
Stuck on You,en,8.802525,['English'],['Comedy'],"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']",['United States of America']
Semi-Pro,en,10.449975,['English'],['Comedy'],"['New Line Cinema', ""Donners' Company"", 'Mosaic Media Group', 'Road Rebel']",['United States of America']
The Pirates! In an Adventure with Scientists!,en,23.700759,['English'],"['Animation', 'Adventure', 'Family', 'Comedy']","['Columbia Pictures', 'Aardman Animations', 'Sony Pictures Animation']",['United Kingdom']
Changeling,en,27.50916,['English'],"['Crime', 'Drama', 'Mystery']","['Imagine Entertainment', 'Malpaso Productions', 'Relativity Media']",['United States of America']
Chain Reaction,en,20.58862,['English'],"['Action', 'Drama', 'Science Fiction', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Chicago Pacific Entertainment', 'Zanuck Company, The']",['United States of America']
The Fan,en,4.366488,['English'],"['Drama', 'Mystery', 'Thriller']","['TriStar Pictures', 'Mandalay Entertainment']",['United States of America']
The Phantom of the Opera,en,18.927463,"['Italiano', 'English']","['Thriller', 'Drama', 'Romance']","['Odyssey Entertainment', 'Warner Bros.', 'Scion Films', 'Really Useful Films']","['United Kingdom', 'United States of America']"
Elizabeth: The Golden Age,en,15.274137,"['svenska', 'English', 'Español']","['Drama', 'History', 'Romance']","['Universal Pictures', 'StudioCanal', 'Working Title Films']",['United Kingdom']
Æon Flux,en,29.954302,['English'],"['Action', 'Science Fiction']","['Paramount Pictures', 'Lakeshore Entertainment', 'MTV Films', 'Colossal Pictures', 'Valhalla Motion Pictures', 'MTV Productions']",['United States of America']
Gods and Generals,en,4.362535,['English'],"['Drama', 'History', 'War']","['Warner Bros. Pictures', 'Turner Pictures', 'Antietam Filmworks']",['United States of America']
Turbulence,en,4.700024,['English'],"['Action', 'Thriller', 'Crime']","['Metro-Goldwyn-Mayer (MGM)', 'Rysher Entertainment']",['United States of America']
Imagine That,en,12.340384,['English'],['Comedy'],"['Paramount Pictures', 'Di Bonaventura Pictures', 'Nickelodeon Movies', 'Goldcrest Pictures', 'Internationale Filmproduktion Stella-del-Sud Third']",['United States of America']
Muppets Most Wanted,en,14.808304,"['Deutsch', 'English']","['Comedy', 'Adventure', 'Crime', 'Family']","['Buena Vista', 'Disney']",['United States of America']
Thunderbirds,en,9.27875,['English'],"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['Studio Canal', 'Working Title Films', 'Tracy Films']","['United Kingdom', 'France']"
Burlesque,en,22.863516,['English'],"['Drama', 'Romance']",['Bedford Falls Productions'],['United States of America']
Un long dimanche de fiançailles,fr,23.05451,"['', 'Français', 'Deutsch']",['Drama'],"['Gerber Pictures', '2003 Productions', 'TF1 Films Production', 'Canal+', 'Warner Bros.', 'Région Ile-de-France', 'Tapioca Films', 'Centre National de la Cinématographie (CNC)', 'Région Bretagne', 'Région Poitou-Charentes']",['France']
Lolita,en,23.962109,['English'],"['Drama', 'Romance']","['Seven Arts Productions', 'Allied Artists', 'Transworld Pictures']","['United Kingdom', 'United States of America']"
D-Tox,en,12.669778,['English'],"['Action', 'Thriller']",['Universal Pictures'],['United States of America']
Blade II,en,67.169587,"['Český', 'Română', 'English']","['Fantasy', 'Horror', 'Action', 'Thriller']","['New Line Cinema', 'Amen Ra Films', 'Milk & Honey', 'Imaginary Forces', 'Justin Pictures', 'Linovo Productions GmbH & Co. KG', 'Pacific Title and Art Studio', 'Marvel Enterprises']","['Germany', 'United States of America']"
Seven Pounds,en,41.472404,"['English', 'Español']",['Drama'],"['Columbia Pictures', 'Escape Artists', 'Relativity Media', 'Overbrook Entertainment']",['United States of America']
Bullet to the Head,en,22.503935,['English'],"['Action', 'Crime', 'Thriller']","['Dark Castle Entertainment', 'After Dark Films', 'IM Global', 'Automatik Entertainment', 'Silver Reel', 'EMJAG Productions', 'Millar Gough Ink', 'Headshot Films']","['Switzerland', 'United States of America']"
The Godfather: Part III,en,59.194915,"['English', 'Italiano', 'Deutsch', 'Latin']","['Crime', 'Drama', 'Thriller']",['Paramount Pictures'],"['Italy', 'United States of America']"
Elizabethtown,en,22.894898,['English'],"['Comedy', 'Drama', 'Romance']","['Paramount Pictures', 'Cruise/Wagner Productions', 'Vinyl Films', 'KMP Film Invest']",['United States of America']
"You, Me and Dupree",en,18.600367,['English'],"['Comedy', 'Romance']","['Universal Pictures', 'Kaplan/Perrone Entertainment', 'MMCB Film Produktion 2004']",['United States of America']
Superman II,en,30.515175,['English'],"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Warner Bros.', 'Dovemead Films', 'Film Export A.G.']","['United Kingdom', 'United States of America']"
Gigli,en,9.053456,['English'],['Drama'],"['City Light Films', 'Revolution Studios', 'Casey Silver Productions']",['United States of America']
All the King's Men,en,7.768223,['English'],"['Drama', 'Thriller']","['Columbia Pictures Corporation', 'Rising Star', 'Relativity Media', 'Phoenix Pictures', 'VIP 4 Medienfonds']",['United States of America']
Shaft,en,19.643365,"['English', 'Español', 'Deutsch']","['Action', 'Adventure', 'Crime', 'Thriller']","['Paramount Pictures', 'Scott Rudin Productions']","['Germany', 'United States of America']"
Anastasia,en,45.565918,"['English', 'Pусский', 'Français']","['Animation', 'Family']","['Twentieth Century Fox Film Corporation', 'Fox Animation Studios', 'Fox Family Films', 'The Big Gun Project', 'Little Wolf Entertainment']",['United States of America']
Moulin Rouge!,en,57.374341,"['Français', 'Español', 'English']","['Drama', 'Music', 'Romance']","['Bazmark Films', 'Twentieth Century Fox Film Corporation']","['Australia', 'United States of America']"
Domestic Disturbance,en,8.41856,['English'],"['Mystery', 'Thriller', 'Crime']",['Paramount Pictures'],['United States of America']
Black Mass,en,46.049902,['English'],"['Crime', 'Drama']","['Infinitum Nihil', 'Head Gear Films', 'Cross Creek Pictures', 'Free State Pictures', 'RatPac-Dune Entertainment', 'Le Grisbi Productions', 'Vendian Entertainment']","['United Kingdom', 'United States of America']"
Flags of Our Fathers,en,23.9366,['English'],"['War', 'Drama', 'History']","['DreamWorks SKG', 'Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",['United States of America']
Law Abiding Citizen,en,49.593978,['English'],"['Drama', 'Crime', 'Thriller']","['Film Department, The', 'Evil Twins', 'Warp Films']",['United States of America']
Grindhouse,en,16.637642,"['Español', 'English']","['Thriller', 'Action', 'Horror']","['Big Talk Productions', 'Yer Dead Productions', 'Weinstein Company, The', 'Dimension Films', 'Troublemaker Studios', 'Dartmouth International', 'Eyetronics', 'Rodriguez International Pictures']",['United States of America']
Beloved,en,1.453765,['English'],"['Drama', 'Thriller']","['Harpo Films', 'Touchstone Pictures']",['United States of America']
Lucky You,en,6.162872,['English'],"['Drama', 'Romance']","['Village Roadshow Pictures', 'Lonely Film Productions GmbH & Co. KG.', 'Deuce Three Productions', 'DiNovi Pictures', 'Warner Bros.']",['United States of America']
Catch Me If You Can,en,73.944049,"['English', 'Français']","['Drama', 'Crime']","['Kemp Company', 'Splendid Pictures', 'Parkes/MacDonald Productions']",['United States of America']
Zero Dark Thirty,en,38.306954,"['English', 'العربية']","['Thriller', 'Drama', 'History']","['Columbia Pictures', 'Annapurna Pictures', 'First Light Production']",['United States of America']
The Break-Up,en,26.251217,['English'],"['Romance', 'Comedy']","['Universal Pictures', 'Mosaic Media Group', 'Wild West Picture Show Productions']",['United States of America']
Mamma Mia!,en,30.780599,"['English', 'ελληνικά']","['Comedy', 'Romance']","['Universal Pictures', 'Internationale Filmproduktion Richter', 'Playtone', 'Relativity Media', 'Littlestar']","['Germany', 'United Kingdom', 'United States of America']"
Valentine's Day,en,25.41929,['English'],"['Comedy', 'Romance']","['New Line Cinema', 'Karz Entertainment', 'Rice Films']",['United States of America']
The Dukes of Hazzard,en,15.98212,['English'],"['Action', 'Adventure', 'Comedy']","['Village Roadshow Pictures', 'Gerber Pictures', 'Warner Bros.', 'WV Films III']",['United States of America']
The Thin Red Line,en,40.072583,"['English', 'Pусский']","['Drama', 'History', 'War']","['Fox 2000 Pictures', 'Phoenix Pictures', 'Geisler-Roberdeau']","['Canada', 'United States of America']"
The Change-Up,en,32.015477,['English'],['Comedy'],"['Universal Pictures', 'Original Film', 'Relativity Media', 'Big Kid Pictures']",['United States of America']
Man on the Moon,en,24.444186,['English'],"['Comedy', 'Drama', 'Romance']",['Mutual Film Company'],['United States of America']
Casino,en,40.06688,['English'],"['Drama', 'Crime']","['Universal Pictures', 'Légende Entreprises', 'Syalis DA', 'De Fina-Cappa']","['France', 'United States of America']"
From Paris with Love,en,27.916284,"['Deutsch', 'English', 'Français', '普通话']","['Action', 'Crime', 'Thriller']","['Apipoulaï', 'M6 Films', 'Canal+', 'TPS Star', 'Grive Productions', 'EuropaCorp', 'M6', 'W9']","['United Kingdom', 'France']"
Bulletproof Monk,en,15.20707,"['English', '', 'ਪੰਜਾਬੀ', 'Deutsch']","['Action', 'Comedy', 'Fantasy']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America']
"Me, Myself & Irene",en,39.001682,"['English', 'Deutsch']",['Comedy'],"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']",['United States of America']
Barnyard,en,10.430832,['English'],"['Animation', 'Comedy', 'Family']","['Paramount Pictures', 'Nickelodeon Movies', 'Paramount Animation']","['Germany', 'United States of America']"
Deck the Halls,en,5.952527,['English'],"['Comedy', 'Family']","['Regency Enterprises', 'New Regency Pictures', 'Corduroy Films', 'All Lit Up Productions']",['United States of America']
The Twilight Saga: New Moon,en,94.815867,"['English', 'Italiano']","['Adventure', 'Fantasy', 'Drama', 'Romance']","['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']",['United States of America']
Shrek,en,67.298732,['English'],"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America']
The Adjustment Bureau,en,26.60772,['English'],"['Science Fiction', 'Thriller', 'Romance']","['Universal Pictures', 'Media Rights Capital', 'Gambit Pictures', 'Electric Shepherd Productions']",['United States of America']
Robin Hood: Prince of Thieves,en,28.803729,['English'],['Adventure'],"['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
Jerry Maguire,en,27.039636,"['English', 'Polski']","['Comedy', 'Drama', 'Romance']","['Gracie Films', 'TriStar Pictures']",['United States of America']
Ted,en,68.87691,['English'],"['Comedy', 'Fantasy']","['Universal Pictures', 'Media Rights Capital', 'Fuzzy Door Productions']",['United States of America']
As Good as It Gets,en,37.885022,['English'],"['Comedy', 'Romance']","['Gracie Films', 'TriStar Pictures']",['United States of America']
Patch Adams,en,35.537397,['English'],"['Comedy', 'Drama']","['Universal Pictures', 'Bungalow 78 Productions', 'Blue Wolf', 'Farrell/Minoff']",['United States of America']
Anchorman 2: The Legend Continues,en,38.125008,['English'],['Comedy'],"['Paramount Pictures', 'Gary Sanchez Productions', 'Apatow Productions']",['United States of America']
Mr. Deeds,en,18.121404,['English'],"['Comedy', 'Romance']","['New Line Cinema', 'Columbia Pictures Corporation', 'Out of the Blue... Entertainment', 'Happy Madison Productions']",['United States of America']
Super 8,en,37.069253,['English'],"['Thriller', 'Science Fiction', 'Mystery']","['Paramount Pictures', 'Amblin Entertainment', 'Bad Robot', 'K/O Camera Toys']",['United States of America']
Erin Brockovich,en,30.347332,"['English', 'Français']",['Drama'],['Jersey Films'],['United States of America']
How to Lose a Guy in 10 Days,en,23.854701,['English'],"['Comedy', 'Romance']",['Paramount Pictures'],"['Germany', 'United States of America']"
22 Jump Street,en,52.380982,['English'],"['Crime', 'Comedy', 'Action']","['Columbia Pictures', 'Original Film', 'Media Rights Capital', 'Metro-Goldwyn-Mayer (MGM)', 'Cannell Studios', 'LStar Capital', '33andOut Productions', 'JHF Productions']",['United States of America']
Interview with the Vampire,en,50.163785,"['English', 'Français']","['Horror', 'Romance']",['Geffen Pictures'],['United States of America']
Yes Man,en,43.849351,"['Eesti', 'English', '한국어/조선말']",['Comedy'],"['Village Roadshow Pictures', 'The Zanuck Company', 'Heyday films', 'Warner Bros.']",['United States of America']
Central Intelligence,en,45.318703,['English'],"['Action', 'Comedy']","['New Line Cinema', 'Universal Pictures', 'Bluegrass Films', 'Principato-Young Entertainment']",['United States of America']
Stepmom,en,16.368283,['English'],"['Drama', 'Romance']","['Columbia Pictures', '1492 Pictures']",['United States of America']
Daddy's Home,en,38.616744,['English'],['Comedy'],"['Paramount Pictures', 'Gary Sanchez Productions', 'Red Granite Pictures']",['United States of America']
Into the Woods,en,65.90161,['English'],"['Fantasy', 'Comedy', 'Music']","['Walt Disney Pictures', 'Marc Platt Productions', 'Lucamar Productions']",['United States of America']
Inside Man,en,45.220386,"['English', 'shqip']","['Crime', 'Drama', 'Thriller']","['Imagine Entertainment', 'Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America']
Payback,en,17.457947,['English'],"['Drama', 'Action', 'Thriller', 'Crime']","['Paramount Pictures', 'Icon Entertainment International']",['United States of America']
Congo,en,10.755847,"['English', 'Français']","['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Kennedy/Marshall Company, The']",['United States of America']
We Bought a Zoo,en,38.629763,['English'],"['Drama', 'Comedy', 'Family']","['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Vinyl Films', 'LBI Entertainment']",['United States of America']
Knowing,en,32.693093,['English'],"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']","['Summit Entertainment', 'Mystery Clock Cinema', 'Escape Artists', 'Goldcrest Pictures', 'Kaplan/Perrone Entertainment', 'Wintergreen Productions']","['United Kingdom', 'United States of America', 'Australia']"
Failure to Launch,en,18.806031,['English'],['Comedy'],"['Paramount Pictures', 'Scott Rudin Productions', 'Failure to Launch Productions']",['United States of America']
The Ring Two,en,32.233713,['English'],"['Drama', 'Horror', 'Thriller']","['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']",['United States of America']
"Crazy, Stupid, Love.",en,37.990705,['English'],"['Comedy', 'Drama', 'Romance']",['Warner Bros.'],['United States of America']
Garfield,en,17.667826,['English'],"['Animation', 'Comedy', 'Family']","['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Twentieth Century Fox Animation']",['United States of America']
Christmas with the Kranks,en,9.225166,"['Español', 'English']","['Comedy', 'Family']","['Columbia Pictures', '1492 Pictures', 'Revolution Studios']",['United States of America']
Moneyball,en,46.180421,['English'],['Drama'],"['Columbia Pictures', 'Scott Rudin Productions']",['United States of America']
Outbreak,en,30.397496,"['English', '한국어/조선말', 'Français']","['Action', 'Drama', 'Science Fiction', 'Thriller']","['Kopelson Entertainment', 'Punch Productions', 'Warner Bros.', 'Arnold Kopelson Productions']",['United States of America']
Non-Stop,en,83.295796,"['English', 'Deutsch']","['Action', 'Thriller', 'Mystery']","['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Anton Capital Entertainment (ACE)', 'TF1', 'LOVEFiLM International']","['France', 'United Kingdom', 'United States of America']"
Race to Witch Mountain,en,23.935053,['English'],"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']","['Walt Disney Pictures', 'Gunn Films']",['United States of America']
V for Vendetta,en,84.630969,['English'],"['Action', 'Thriller', 'Fantasy']","['Studio Babelsberg', 'DC Comics', 'Virtual Studios', 'Anarchos Productions', 'Silver Pictures', 'Warner Bros.', 'Medienboard Berlin-Brandenburg', 'Fünfte Babelsberg Film']","['Germany', 'United Kingdom', 'United States of America']"
Shanghai Knights,en,16.251204,"['English', '普通话']","['Action', 'Adventure', 'Comedy', 'Western']","['Spyglass Entertainment', 'Touchstone Pictures', 'Birnbaum / Barber Productions', 'Jackie Chan Films Limited', 'All Knight Productions']","['Hong Kong', 'United States of America']"
Curious George,en,9.894346,['English'],"['Adventure', 'Animation', 'Comedy', 'Family']","['Imagine Entertainment', 'Universal Pictures', 'Universal Animation Studios']",['United States of America']
Herbie Fully Loaded,en,12.050755,['English'],"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Robert Simonds Productions']",['United States of America']
Don't Say a Word,en,11.596207,"['English', 'Français', 'Italiano', 'Español']",['Thriller'],"['Village Roadshow Pictures', 'NPV Entertainment', 'Regency Enterprises', 'Kopelson Entertainment', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Furthur Films']","['Australia', 'United States of America']"
Hansel & Gretel: Witch Hunters,en,53.02787,['English'],"['Fantasy', 'Horror', 'Action']","['Paramount Pictures', 'Studio Babelsberg', 'MTV Films', 'Gary Sanchez Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Deutsche Filmförderfonds (DFFF)']","['United States of America', 'Germany']"
Unfaithful,en,14.382253,"['English', 'Français']","['Thriller', 'Drama']","['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures', 'Unfaithful Filmproduktion GmbH & Co. KG']",['United States of America']
I Am Number Four,en,43.450266,"['Français', 'English']","['Action', 'Thriller', 'Science Fiction', 'Adventure']","['DreamWorks SKG', 'Reliance BIG Entertainment', 'Bay Films', 'Touchstone Pictures']",['United States of America']
Syriana,en,16.871194,"['العربية', 'English', 'فارسی', 'اردو', 'Français', '普通话']","['Drama', 'Thriller']","['Section Eight', 'Warner Bros.', 'Participant Media', 'FilmWorks', '4M', 'MID Foundation']",['United States of America']
13 Hours: The Secret Soldiers of Benghazi,en,42.526529,"['العربية', 'English']","['Action', 'Drama', 'History', 'Thriller', 'War']","['Paramount Pictures', '3 Arts Entertainment', 'Bay Films', 'Latina Pictures', 'Dune Films']","['Malta', 'Morocco', 'United States of America']"
The Book of Life,en,34.890999,['English'],"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Twentieth Century Fox Film Corporation', 'Reel FX Creative Studios', 'Twentieth Century Fox Animation', 'Chatrone']","['Mexico', 'United States of America']"
Firewall,en,18.186026,['English'],['Thriller'],"['Village Roadshow Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Beacon Pictures', 'Jon Shestack Productions']","['United States of America', 'Australia']"
Absolute Power,en,13.576765,"['English', 'Español']","['Crime', 'Drama', 'Thriller']","['Columbia Pictures', 'Castle Rock Entertainment', 'Malpaso Productions']",['United States of America']
G.I. Jane,en,19.434672,['English'],"['Action', 'Drama']","['Caravan Pictures', 'Hollywood Pictures', 'First Independent Films', 'Largo Entertainment', 'Scott Free Productions', 'Trap-Two-Zero Productions']",['United States of America']
The Game,en,62.925175,"['广州话 / 廣州話', 'Deutsch', 'English']","['Drama', 'Thriller', 'Mystery']","['PolyGram Filmed Entertainment', 'A&B Producoes', 'Popaganda Films']",['United States of America']
Silent Hill,en,32.927994,['English'],"['Horror', 'Mystery']","['Silent Hill DCP Inc.', 'Davis-Films', 'TriStar Pictures', 'Konami']","['Canada', 'France', 'Japan', 'United States of America']"
The Replacements,en,14.837288,['English'],['Comedy'],['Warner Bros.'],['United States of America']
American Reunion,en,39.920035,['English'],['Comedy'],['Universal Pictures'],['United States of America']
The Negotiator,en,28.725621,['English'],"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Regency Enterprises', 'Warner Bros.']","['Germany', 'United States of America']"
Into the Storm,en,20.566554,['English'],"['Action', 'Thriller']","['New Line Cinema', 'Village Roadshow Pictures', 'Broken Road Productions', 'RatPac-Dune Entertainment']",['United States of America']
Beverly Hills Cop III,en,20.333953,['English'],"['Action', 'Comedy', 'Crime']","['Paramount Pictures', 'Eddie Murphy Productions']",['United States of America']
Gremlins 2: The New Batch,en,33.98637,['English'],"['Comedy', 'Horror', 'Fantasy']","['Amblin Entertainment', 'Warner Bros.']",['United States of America']
The Judge,en,42.472324,['English'],['Drama'],"['Village Roadshow Pictures', 'Warner Bros.', 'Big Kid Pictures', 'Team Downey']",['United States of America']
The Peacemaker,en,15.931084,"['English', 'Pусский', 'Srpski', 'Bosanski', 'Hrvatski']","['Action', 'Thriller']",['DreamWorks SKG'],['United States of America']
Resident Evil: Apocalypse,en,29.880122,['English'],"['Horror', 'Action', 'Science Fiction']","['Impact Pictures', 'Constantin Film Ltd.']","['United Kingdom', 'United States of America', 'Germany', 'France', 'Canada']"
Bridget Jones: The Edge of Reason,en,28.803802,"['Deutsch', 'ภาษาไทย', 'English']","['Comedy', 'Romance']","['Miramax Films', 'Universal Pictures', 'Studio Canal', 'Working Title Films', 'Atlantic Television', 'Little Bird']","['France', 'Germany', 'Ireland', 'United Kingdom', 'United States of America']"
Out of Time,en,14.993459,['English'],"['Thriller', 'Crime', 'Drama']","['Original Film', 'Monarch Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America']
On Deadly Ground,en,9.114168,"['Český', 'English']","['Action', 'Thriller']",['Warner Bros.'],['United States of America']
The Adventures of Sharkboy and Lavagirl,en,12.31101,['English'],"['Adventure', 'Family', 'Science Fiction']",['Troublemaker Studios'],['United States of America']
The Beach,en,41.362082,"['English', 'Français', 'Hrvatski', 'svenska', 'ภาษาไทย']","['Drama', 'Adventure', 'Romance', 'Thriller']",['Figment Films'],"['United Kingdom', 'United States of America']"
Raising Helen,en,13.298205,['English'],"['Drama', 'Comedy', 'Romance']","['Touchstone Pictures', 'Beacon Pictures', 'Mandeville Films']",['United States of America']
Ninja Assassin,en,19.085403,['English'],"['Action', 'Crime', 'Thriller']","['Studio Babelsberg', 'Anarchos Productions', 'Legendary Pictures', 'Dark Castle Entertainment', 'Silver Pictures', 'Warner Bros.', 'Medienboard Berlin-Brandenburg', 'Deutsche Filmförderfonds (DFFF)', 'Rocklock Films']","['Germany', 'United States of America']"
For Love of the Game,en,9.622345,['English'],"['Drama', 'Romance']","['Universal Pictures', 'Beacon Pictures']",['United States of America']
Striptease,en,11.106006,['English'],"['Drama', 'Thriller', 'Crime']","['Columbia Pictures', 'Castle Rock Entertainment']",['United States of America']
Marmaduke,en,12.25622,['English'],"['Family', 'Comedy']",['Twentieth Century Fox Film Corporation'],['United States of America']
Hereafter,en,13.365715,"['English', 'Français']","['Drama', 'Fantasy']","['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.', 'Kennedy/Marshall Company, The']",['United States of America']
Murder by Numbers,en,16.167093,['English'],"['Crime', 'Drama', 'Thriller']","['Castle Rock Entertainment', 'Warner Bros.', 'Schroeder Hoffman Productions']",['United States of America']
Assassins,en,23.073933,"['English', 'Español', 'Nederlands']","['Action', 'Adventure', 'Crime', 'Thriller']","['Silver Pictures', 'Canal+', 'Warner Bros.', 'Dino De Laurentiis Company', 'Donner/Shuler-Donner Productions', 'Evansgideon/Lazar']","['France', 'United States of America']"
Hannibal Rising,en,6.567065,"['English', 'Deutsch', 'Pусский']","['Crime', 'Drama', 'Thriller']","['Ingenious Film Partners', 'ETIC Films', 'Quinta Communications', 'Dino De Laurentiis Company', 'Zephyr Films', 'Young Hannibal Productions', 'Carthago Films S.a.r.l.']","['United Kingdom', 'Czech Republic', 'France', 'Italy']"
